text,g,frequency
Sophia,F,21824
Jacob,M,20349
Isabella,F,19882
Mason,M,19493
Emma,F,18781
William,M,17325
Olivia,F,17305
Jayden,M,16968
Noah,M,16845
Michael,M,16760
Ethan,M,16674
Alexander,M,15688
Ava,F,15485
Aiden,M,15477
Daniel,M,15258
Anthony,M,14250
Emily,F,14241
Matthew,M,14154
Elijah,M,13942
Joshua,M,13739
Liam,M,13431
Andrew,M,13262
Abigail,F,13237
James,M,13236
David,M,13208
Benjamin,M,13051
Christopher,M,12983
Logan,M,12971
Joseph,M,12936
Jackson,M,12388
Madison,F,12371
Gabriel,M,12324
Mia,F,11520
Ryan,M,11487
Samuel,M,11334
John,M,11027
Chloe,F,10977
Nathan,M,10496
Lucas,M,10391
Christian,M,10304
Jonathan,M,10218
Elizabeth,F,10071
Caleb,M,10016
Dylan,M,9765
Landon,M,9745
Isaac,M,9589
Ella,F,9580
Addison,F,9292
Gavin,M,9005
Brayden,M,9002
Tyler,M,8824
Luke,M,8697
Evan,M,8649
Natalie,F,8630
Carter,M,8594
Nicholas,M,8584
Isaiah,M,8512
Owen,M,8329
Jack,M,8177
Lily,F,8172
Jordan,M,8050
Brandon,M,7805
Wyatt,M,7673
Grace,F,7627
Julian,M,7611
Aaron,M,7610
Jeremiah,M,7585
Angel,M,7526
Cameron,M,7506
Connor,M,7401
Samantha,F,7384
Hunter,M,7352
Avery,F,7336
Adrian,M,7327
Sofia,F,7324
Henry,M,7226
Eli,M,7200
Aubrey,F,7170
Brooklyn,F,7158
Justin,M,7099
Austin,M,7022
Charles,M,6974
Robert,M,6959
Lillian,F,6909
Thomas,M,6904
Victoria,F,6880
Zachary,M,6795
Jose,M,6757
Evelyn,F,6704
Levi,M,6637
Hannah,F,6560
Kevin,M,6555
Sebastian,M,6540
Alexis,F,6511
Charlotte,F,6421
Zoey,F,6394
Leah,F,6380
Amelia,F,6363
Zoe,F,6294
Hailey,F,6265
Chase,M,6183
Ayden,M,6122
Gabriella,F,6086
Nevaeh,F,6080
Layla,F,6074
Kaylee,F,6040
Alyssa,F,6005
Jason,M,5834
Anna,F,5649
Ian,M,5616
Blake,M,5605
Colton,M,5588
Bentley,M,5564
Sarah,F,5547
Allison,F,5460
Savannah,F,5443
Xavier,M,5430
Dominic,M,5423
Oliver,M,5406
Ashley,F,5398
Parker,M,5280
Josiah,M,5255
Audrey,F,5206
Adam,M,5199
Taylor,F,5187
Brianna,F,5177
Cooper,M,5175
Aaliyah,F,5105
Brody,M,5071
Riley,F,5030
Camila,F,4968
Nathaniel,M,4967
Khloe,F,4947
Carson,M,4920
Claire,F,4895
Sophie,F,4725
Jaxon,M,4725
Tristan,M,4721
Luis,M,4689
Arianna,F,4683
Juan,M,4676
Peyton,F,4671
Harper,F,4670
Hayden,M,4588
Alexa,F,4503
Makayla,F,4444
Julia,F,4344
Kylie,F,4341
Kayla,F,4320
Bella,F,4257
Katherine,F,4184
Carlos,M,4175
Nolan,M,4165
Jesus,M,4158
Cole,M,4136
Lauren,F,4097
Gianna,F,4061
Alex,M,4023
Maya,F,4013
Sydney,F,3970
Max,M,3952
Grayson,M,3934
Bryson,M,3929
Serenity,F,3851
Diego,M,3819
Jaden,M,3802
Kimberly,F,3799
Vincent,M,3793
Mackenzie,F,3788
Easton,M,3760
Autumn,F,3756
Micah,M,3753
Eric,M,3739
Kayden,M,3729
Jocelyn,F,3728
Jace,M,3722
Faith,F,3719
Aidan,M,3711
Ryder,M,3700
Lucy,F,3697
Jasmine,F,3689
Stella,F,3689
Morgan,F,3666
Alexandra,F,3623
Trinity,F,3617
Molly,F,3611
Madelyn,F,3602
Scarlett,F,3557
Ashton,M,3536
Bryan,M,3517
Andrea,F,3507
Genesis,F,3504
Eva,F,3465
Riley,M,3454
Ariana,F,3448
Hudson,M,3440
Madeline,F,3426
Asher,M,3411
Brooke,F,3368
Caroline,F,3364
Bryce,M,3357
Miles,M,3356
Kaleb,M,3330
Giovanni,M,3316
Antonio,M,3312
Bailey,F,3307
Melanie,F,3284
Kaden,M,3283
Colin,M,3265
Kyle,M,3258
Destiny,F,3256
Kennedy,F,3241
Brian,M,3233
Timothy,M,3224
Maria,F,3215
Steven,M,3203
Naomi,F,3184
Sean,M,3182
Miguel,M,3168
London,F,3163
Richard,M,3159
Payton,F,3145
Ivan,M,3105
Jake,M,3102
Alejandro,M,3085
Lydia,F,3082
Santiago,M,3070
Ellie,F,3060
Joel,M,3050
Maxwell,M,3049
Caden,M,3043
Brady,M,3040
Axel,M,3035
Preston,M,3025
Damian,M,3004
Elias,M,2985
Mariah,F,2979
Jesse,M,2960
Jaxson,M,2956
Aubree,F,2931
Kaitlyn,F,2906
Violet,F,2896
Victor,M,2889
Rylee,F,2870
Jonah,M,2863
Lilly,F,2862
Patrick,M,2861
Angelina,F,2858
Mya,F,2849
Katelyn,F,2841
Paige,F,2812
Marcus,M,2801
Natalia,F,2798
Ruby,F,2762
Rylan,M,2756
Piper,F,2731
Annabelle,F,2722
Mary,F,2704
Emmanuel,M,2669
Jade,F,2668
Isabelle,F,2662
Edward,M,2660
Liliana,F,2658
Nicole,F,2653
Rachel,F,2653
Leonardo,M,2640
Gabrielle,F,2620
Jessica,F,2620
Vanessa,F,2616
Jordyn,F,2609
Reagan,F,2605
Sadie,F,2595
Kendall,F,2592
Cayden,M,2567
Grant,M,2539
Valeria,F,2536
Jeremy,M,2520
Braxton,M,2509
Gage,M,2500
Brielle,F,2498
Jude,M,2474
Wesley,M,2469
Roman,M,2461
Devin,M,2458
Mark,M,2425
Lyla,F,2414
Isabel,F,2409
Brooklynn,F,2408
Camden,M,2407
Kaiden,M,2401
Sara,F,2386
Reese,F,2380
Oscar,M,2374
Malachi,M,2340
Alan,M,2339
Adriana,F,2318
George,M,2315
Aliyah,F,2294
Peyton,M,2291
Jennifer,F,2277
Leo,M,2245
Mckenzie,F,2241
Nicolas,M,2238
Nora,F,2234
Gracie,F,2233
Maddox,M,2216
Kylee,F,2214
Kenneth,M,2206
Makenzie,F,2204
Mateo,M,2202
Alice,F,2192
Laila,F,2192
Izabella,F,2191
Amy,F,2190
Michelle,F,2177
Sawyer,M,2177
Cody,M,2173
Collin,M,2173
Conner,M,2169
Declan,M,2163
Lincoln,M,2158
Andres,M,2157
Bradley,M,2156
Skylar,F,2154
Stephanie,F,2145
Trevor,M,2142
Derek,M,2137
Tanner,M,2131
Juliana,F,2125
Rebecca,F,2111
Silas,M,2106
Seth,M,2086
Jayla,F,2083
Eduardo,M,2082
Eleanor,F,2081
Clara,F,2073
Paul,M,2067
Jaiden,M,2065
Jorge,M,2041
Giselle,F,2036
Vivian,F,2021
Valentina,F,2017
Eliana,F,2009
Cristian,M,2004
Alaina,F,1998
Aria,F,1979
Valerie,F,1954
Haley,F,1947
Garrett,M,1939
Travis,M,1936
Elena,F,1935
Catherine,F,1934
Elise,F,1934
Abraham,M,1933
Lila,F,1920
Megan,F,1910
Gabriela,F,1908
Jada,F,1893
Daisy,F,1890
Omar,M,1886
Javier,M,1881
Penelope,F,1870
Daniela,F,1869
Ezekiel,M,1864
Jenna,F,1838
Tucker,M,1838
Peter,M,1832
Ashlyn,F,1830
Harrison,M,1828
Delilah,F,1827
Damien,M,1824
Summer,F,1811
Mila,F,1797
Greyson,M,1794
Kate,F,1790
Avery,M,1789
Keira,F,1787
Kai,M,1784
Adrianna,F,1773
Hadley,F,1758
Ezra,M,1754
Weston,M,1747
Julianna,F,1734
Eden,F,1730
Maci,F,1730
Josephine,F,1727
Xander,M,1724
Aurora,F,1722
Jaylen,M,1721
Corbin,M,1710
Calvin,M,1706
Melissa,F,1705
Fernando,M,1704
Alana,F,1699
Margaret,F,1698
Hayden,F,1692
Quinn,F,1689
Angela,F,1670
Alivia,F,1665
Katie,F,1665
Brynn,F,1664
Francisco,M,1659
Jameson,M,1657
Maximus,M,1647
Ryleigh,F,1644
Paisley,F,1640
Josue,M,1638
Kinley,F,1637
Shane,M,1635
Jordan,F,1634
Chance,M,1629
Ricardo,M,1628
Trenton,M,1617
Cesar,M,1610
Israel,M,1608
Emmett,M,1606
Drake,M,1605
Zane,M,1605
Jayce,M,1600
Mario,M,1597
Landen,M,1589
Aniyah,F,1584
Spencer,M,1581
Griffin,M,1578
Allie,F,1574
Kingston,M,1574
Stephen,M,1573
Miranda,F,1567
Willow,F,1567
Theodore,M,1567
Jacqueline,F,1559
Melody,F,1557
Manuel,M,1553
Cora,F,1549
Diana,F,1543
Erick,M,1542
Braylon,M,1531
Alexandria,F,1525
Raymond,M,1522
Mikayla,F,1521
Edwin,M,1520
Charlie,M,1519
Myles,M,1508
Abel,M,1504
Danielle,F,1498
Andre,M,1493
Johnathan,M,1493
Bennett,M,1487
Londyn,F,1486
Alexis,M,1482
Addyson,F,1479
Amaya,F,1479
Hazel,F,1478
Callie,F,1473
Angel,F,1471
Teagan,F,1469
Adalyn,F,1465
Edgar,M,1465
Ximena,F,1464
Kinsley,F,1458
Troy,M,1456
Shelby,F,1455
Zion,M,1453
Makenna,F,1450
Jeffrey,M,1436
Ariel,F,1435
Jillian,F,1430
Chelsea,F,1424
Shawn,M,1420
Harmony,F,1415
Hector,M,1412
Amanda,F,1409
Alayna,F,1406
Sienna,F,1403
Presley,F,1394
Tessa,F,1388
Maggie,F,1387
Hope,F,1386
Lukas,M,1385
Amir,M,1383
Tyson,M,1379
Leila,F,1374
Keegan,M,1368
Kyler,M,1365
Genevieve,F,1362
Donovan,M,1362
Simon,M,1358
Graham,M,1356
Erin,F,1351
Esther,F,1347
Clayton,M,1342
Braden,M,1341
Everett,M,1341
Luca,M,1339
Briana,F,1338
Delaney,F,1337
Kathryn,F,1333
Mckenna,F,1332
Ana,F,1328
Lucia,F,1325
Emanuel,M,1318
Camille,F,1316
Cecilia,F,1315
Martin,M,1315
Lola,F,1312
Brendan,M,1311
Cash,M,1309
Leilani,F,1300
Zander,M,1300
Dante,M,1299
Jared,M,1298
Kameron,M,1294
Ryker,M,1292
Dominick,M,1291
Lane,M,1291
Elliot,M,1286
Leslie,F,1285
Ashlynn,F,1284
Kayleigh,F,1282
Paxton,M,1282
Juliet,F,1275
Carly,F,1274
Rafael,M,1274
Alondra,F,1273
Haylee,F,1273
Alison,F,1271
Lexi,F,1270
Andy,M,1269
Dalton,M,1267
Erik,M,1264
Gregory,M,1263
Sergio,M,1263
Kelsey,F,1262
Eliza,F,1256
Marco,M,1255
Jasper,M,1248
Johnny,M,1247
Josie,F,1243
Emiliano,M,1243
Marissa,F,1238
Dean,M,1235
Marley,F,1233
Amber,F,1232
Drew,M,1232
Sabrina,F,1228
Alicia,F,1227
Judah,M,1225
Caiden,M,1222
Kaydence,F,1218
Norah,F,1217
Skyler,M,1217
Allyson,F,1210
Fiona,F,1210
Ivy,F,1210
Alina,F,1209
Isla,F,1207
Aden,M,1202
Maximiliano,M,1199
Fabian,M,1197
Zayden,M,1187
Nadia,F,1181
Christina,F,1178
Brennan,M,1176
Emery,F,1171
Kyleigh,F,1170
Laura,F,1166
Cheyenne,F,1156
Emerson,F,1150
Alexia,F,1147
Sierra,F,1146
Cadence,F,1144
Luna,F,1144
Anderson,M,1143
Daniella,F,1141
Roberto,M,1130
Fatima,F,1129
Quinn,M,1129
Cassidy,F,1123
Reid,M,1122
Angelo,M,1120
Bianca,F,1118
Holden,M,1114
Veronica,F,1113
Kyla,F,1109
Evangeline,F,1108
Adeline,F,1103
Karen,F,1102
Cruz,M,1097
Mallory,F,1096
Derrick,M,1094
Rose,F,1093
Jazmine,F,1091
Finn,M,1090
Emilio,M,1089
Grady,M,1089
Jayden,F,1069
Kendra,F,1068
Elliott,M,1066
Camryn,F,1064
Dakota,F,1064
Macy,F,1062
Mariana,F,1062
Abby,F,1059
Adelyn,F,1056
Gia,F,1056
Madilyn,F,1056
Jazmin,F,1052
Amari,M,1052
Iris,F,1051
Pedro,M,1048
Nina,F,1046
Rowan,M,1046
Georgia,F,1044
Frank,M,1044
Lilah,F,1042
Felix,M,1030
Lorenzo,M,1029
Dakota,M,1027
Colby,M,1024
Breanna,F,1023
Jayda,F,1023
Kenzie,F,1023
Phoebe,F,1022
Corey,M,1022
Lilliana,F,1013
Dawson,M,1011
Malia,F,1009
Braylen,M,1009
Athena,F,1006
Kamryn,F,1005
Nyla,F,998
Allen,M,998
Brycen,M,996
Ty,M,991
Miley,F,990
Jax,M,989
Heaven,F,986
Brantley,M,985
Malik,M,985
Audrina,F,983
Kiara,F,982
Selena,F,981
Madeleine,F,980
Maddison,F,977
Lyric,F,975
Ruben,M,975
Emilia,F,972
Giuliana,F,972
Joanna,F,972
Trey,M,969
Annabella,F,966
Adalynn,F,965
Fernanda,F,961
Brock,M,961
Aubrie,F,956
Dallas,M,956
Colt,M,952
Heidi,F,951
Joaquin,M,949
Esmeralda,F,944
Kira,F,944
Kelly,F,941
Leland,M,941
Arabella,F,940
Miriam,F,940
Elliana,F,939
Beckett,M,937
Kara,F,935
Karina,F,933
Crystal,F,932
Paris,F,932
Raegan,F,930
Caitlyn,F,929
Alejandra,F,928
Tatum,F,927
Savanna,F,924
Jett,M,924
Ayla,F,919
Louis,M,919
Carmen,F,916
Tiffany,F,916
Bethany,F,914
Maliyah,F,912
Guadalupe,F,908
Karla,F,908
Gunner,M,908
Gemma,F,907
Kailey,F,905
Adan,M,905
Jakob,M,905
Macie,F,904
Noelle,F,904
Taylor,M,899
Rylie,F,898
Ruth,F,897
Lena,F,896
Cohen,M,896
Elaina,F,895
Marshall,M,891
Ainsley,F,890
Arthur,M,890
Marcos,M,890
Amiyah,F,889
Ronald,M,886
Julius,M,883
Finley,F,880
Armando,M,879
Kellen,M,879
Brooks,M,877
Danna,F,876
Dillon,M,875
Parker,F,872
Jane,F,867
Emely,F,866
Journey,F,866
Cade,M,866
Nehemiah,M,866
Angelica,F,864
Joselyn,F,863
Scarlet,F,863
Anastasia,F,862
Danny,M,862
Sasha,F,858
Charlie,F,856
Yaretzi,F,855
Devon,M,851
Juliette,F,850
Beau,M,850
Jayson,M,849
Tristen,M,848
Brynlee,F,845
Lia,F,845
Enrique,M,844
Desmond,M,841
Randy,M,841
Pablo,M,838
Angelique,F,837
Katelynn,F,837
Milo,M,836
Gerardo,M,835
Raul,M,834
Romeo,M,834
Nayeli,F,825
Vivienne,F,825
Annie,F,822
Addisyn,F,821
Kaelyn,F,821
Titus,M,821
Tiana,F,819
Julio,M,818
Kyra,F,817
Kellan,M,817
Keaton,M,812
Cali,F,811
Janelle,F,811
Karson,M,810
Aleah,F,809
Reed,M,808
Imani,F,806
Keith,M,805
Caitlin,F,803
Scott,M,801
Jayleen,F,800
Braydon,M,800
Ali,M,799
Dustin,M,799
Julie,F,797
Trent,M,797
Walter,M,797
Waylon,M,797
April,F,792
Julissa,F,791
Kailyn,F,791
Janiyah,F,790
Alessandra,F,789
Ismael,M,788
Donald,M,786
Jazlyn,F,785
Cassandra,F,779
Kaylie,F,779
Madelynn,F,778
Baylee,F,777
Monica,F,776
Adelaide,F,775
Phillip,M,775
Michaela,F,774
Iker,M,773
Itzel,F,772
Brylee,F,771
Kaylin,F,769
Madisyn,F,769
Aniya,F,766
Elle,F,765
Darius,M,764
Olive,F,763
Esteban,M,763
Jaime,M,763
Dulce,F,761
Landyn,M,761
Jaelyn,F,757
Dexter,M,752
Courtney,F,751
Matteo,M,751
Brittany,F,748
Colten,M,747
Madalyn,F,738
Kamila,F,736
Tenley,F,736
Emerson,M,736
Jasmin,F,735
Kiley,F,735
Holly,F,734
Talia,F,733
Braelyn,F,732
Cynthia,F,730
Helen,F,729
Carolina,F,728
Phoenix,M,728
King,M,727
Anya,F,725
Karter,M,725
Estrella,F,724
Hayley,F,724
Izaiah,M,724
Tate,M,724
Jerry,M,722
Albert,M,720
Bristol,F,718
August,M,717
Larry,M,716
Jimena,F,715
Payton,M,715
Saul,M,715
Rebekah,F,714
Jamie,F,713
Harley,F,712
Jay,M,711
Charlee,F,708
Rocco,M,708
Jalen,M,707
Cameron,F,706
Lacey,F,706
Enzo,M,706
Russell,M,706
Jaliyah,F,703
Kolton,M,702
Sarai,F,701
Philip,M,696
Quentin,M,696
Caylee,F,695
Leon,M,694
Dayana,F,692
Kennedi,F,692
Mathew,M,690
Tatiana,F,689
Gael,M,689
Kade,M,688
Tony,M,688
Gideon,M,686
Dennis,M,683
Serena,F,681
Damon,M,681
Darren,M,681
Eloise,F,679
Kason,M,676
Walker,M,675
Daphne,F,673
Mckinley,F,673
Mikaela,F,673
Celeste,F,668
Mitchell,M,667
Hanna,F,666
Lucille,F,665
Jimmy,M,665
Alberto,M,660
Alec,M,658
Nylah,F,652
Skyler,F,652
Rodrigo,M,650
Camilla,F,648
Lilian,F,646
Lindsey,F,646
Sage,F,646
Danica,F,644
River,M,643
Lillie,F,642
Viviana,F,642
Casey,M,642
Liana,F,641
Issac,M,639
Melany,F,638
Amare,M,638
Brayan,M,637
Maverick,M,637
Mohamed,M,635
Yahir,M,635
Aileen,F,633
Moises,M,632
Kadence,F,631
Bridget,F,630
June,F,630
Zariah,F,630
Arturo,M,630
Knox,M,630
Maximilian,M,630
Davis,M,628
Lilyana,F,626
Barrett,M,626
Lexie,F,624
Gustavo,M,624
Anabelle,F,623
Curtis,M,623
Erica,F,622
Skye,F,622
Alyson,F,620
Anaya,F,620
Gracelyn,F,620
Paola,F,620
Angie,F,619
Elsie,F,617
Hugo,M,617
Kiera,F,616
Reece,M,615
Chandler,M,614
Jamari,M,614
Abram,M,613
Myla,F,611
Priscilla,F,610
Mauricio,M,609
Aylin,F,608
Lana,F,608
Solomon,M,607
Natasha,F,605
Uriel,M,604
Kassidy,F,603
Miracle,F,603
Kamden,M,603
Archer,M,602
Bryant,M,602
Porter,M,601
Nia,F,600
Kali,F,599
Kenley,F,599
Ada,F,598
Dylan,F,598
Zackary,M,597
Raelynn,F,596
Francesca,F,594
Ryland,M,594
Briella,F,592
Adriel,M,592
Lawrence,M,591
Emilee,F,590
Amira,F,587
Noel,M,587
Ricky,M,587
Arielle,F,586
Lorelei,F,585
Madyson,F,584
Joy,F,583
Ronan,M,583
Leonel,M,581
Annika,F,580
Jaelynn,F,580
Alijah,M,580
Chris,M,580
Khalil,M,579
Alanna,F,578
Nataly,F,578
Maurice,M,578
Zachariah,M,578
Atticus,M,577
Brenna,F,576
Sloane,F,576
Brenden,M,576
Ibrahim,M,575
Shayla,F,574
Bruce,M,574
Dane,M,574
Lance,M,574
Vera,F,573
Orion,M,572
Amari,F,571
Marvin,M,571
Lauryn,F,570
Abbigail,F,568
Cullen,M,568
Jaycee,F,567
Pierce,M,564
Skyla,F,563
Whitney,F,563
Kieran,M,562
Aspen,F,561
Johanna,F,561
Braeden,M,561
Nikolas,M,560
Jaylah,F,558
Laney,F,557
Nathalie,F,556
Kobe,M,553
Ciara,F,552
Logan,F,551
Finnegan,M,550
Remington,M,550
Prince,M,549
Justice,F,548
Leighton,F,548
Marlee,F,548
Brinley,F,547
Kayden,F,547
Brenda,F,545
Muhammad,M,545
Erika,F,544
Orlando,M,544
Sam,M,544
Lainey,F,543
Rowan,F,543
Teresa,F,543
Mekhi,M,543
Alfredo,M,542
Elisa,F,541
Jacoby,M,540
Rhys,M,539
Janiya,F,538
Annabel,F,537
Dahlia,F,537
Nancy,F,537
Eddie,M,537
Kaliyah,F,536
Lizbeth,F,536
Aleena,F,535
Zaiden,M,534
Farrah,F,533
Jonas,M,533
Marilyn,F,532
Rosalie,F,532
Joe,M,532
Kristopher,M,532
Eve,F,531
Ernesto,M,531
Emmalyn,F,530
Jaylynn,F,530
Madilynn,F,530
Anahi,F,529
Sylvia,F,529
Nico,M,529
Annalise,F,528
Bailee,F,528
Averie,F,527
Gary,M,526
Lea,F,525
Samara,F,524
Jamison,M,524
Regina,F,523
Zoie,F,523
Malcolm,M,523
Yareli,F,522
Warren,M,521
Johan,M,520
Amani,F,519
Hailee,F,519
Giovani,M,519
Gunnar,M,519
Armani,M,518
Franklin,M,518
Ramon,M,517
Evelynn,F,515
Arely,F,513
Luciana,F,513
Natalee,F,513
Haven,F,512
Liberty,F,511
Byron,M,511
Cason,M,511
Kane,M,511
Anika,F,510
Gwendolyn,F,510
Giana,F,509
Gloria,F,509
Ari,M,509
Brett,M,509
Jazlynn,F,508
Virginia,F,507
Finley,M,507
Ryan,F,506
Marisol,F,505
Selah,F,505
Cyrus,M,505
Deandre,M,505
Douglas,M,503
Justice,M,502
Myah,F,501
Elsa,F,499
Gianni,M,499
Moses,M,499
Talon,M,499
Melina,F,498
Adelynn,F,495
Aryanna,F,494
Sariah,F,494
Camron,M,494
Kaylynn,F,492
Raelyn,F,492
Cannon,M,492
Kendrick,M,492
Nash,M,492
Helena,F,491
Miah,F,491
Amara,F,490
Jaylee,F,489
Maeve,F,489
Linda,F,488
Raven,F,488
Dorian,M,488
Sullivan,M,487
Anne,F,485
Arjun,M,485
Desiree,F,484
Dominik,M,481
Madalynn,F,480
Marie,F,480
Kasen,M,480
Clarissa,F,479
Elyse,F,478
Quinton,M,478
Royce,M,478
Kaia,F,477
Meredith,F,477
Ahmed,M,477
Korbin,M,477
Salvador,M,477
Hallie,F,476
Roger,M,476
Danika,F,475
Elisabeth,F,475
Brodie,M,475
Morgan,M,475
Skylar,M,475
Terry,M,475
Alissa,F,474
Anabella,F,474
Siena,F,474
Raiden,M,474
Claudia,F,473
Denise,F,473
Isaias,M,473
Tobias,M,473
Cara,F,472
Kimora,F,472
Zion,F,472
Moshe,M,472
